0.01528, 0.15475
0.03660, 0.16048
0.05494, 0.16932
0.06936, 0.17975
0.08085, 0.19107
0.09038, 0.20273
0.09891, 0.21531
0.10552, 0.22699
0.11212, 0.23871
0.11919, 0.25169
0.12430, 0.26538
0.12991, 0.27817
0.13642, 0.29520
0.14102, 0.31000
0.14711, 0.32303
0.15319, 0.33724
0.16761, 0.34738
0.18147, 0.33506
0.18658, 0.32191
0.19237, 0.30720
0.19582, 0.29623
0.20190, 0.28295
0.20404, 0.27231
0.20914, 0.25985
0.21523, 0.24658
0.21930, 0.23674
0.22342, 0.22446
0.23050, 0.21003
0.23392, 0.20069
0.24062, 0.18905
0.24766, 0.17688
0.25569, 0.16421
0.26365, 0.15461
0.27262, 0.14329
0.28354, 0.13220
0.29640, 0.12146
0.31217, 0.11124
0.33185, 0.10019
0.35344, 0.09133
0.37499, 0.08487
0.39652, 0.07926
0.41803, 0.07428
0.43957, 0.06840
0.46113, 0.06123
0.48177, 0.05121
0.50144, 0.04044
0.52210, 0.02929
0.54370, 0.01998
0.56522, 0.01460
0.58669, 0.01225
0.60812, 0.01244
0.62953, 0.01348
0.65093, 0.01515
0.67232, 0.01699
0.69371, 0.01911
0.71510, 0.02140
0.73648, 0.02378
0.75786, 0.02647
0.77924, 0.02926
0.80062, 0.03173
0.82202, 0.03339
0.84343, 0.03430
0.86485, 0.03472
0.88630, 0.03398
0.90773, 0.03359
0.92917, 0.03320
0.95061, 0.03246
0.97204, 0.03239
0.98665, 0.03234
