134.602, 0.739
143.750, 0.804
154.042, 0.860
165.477, 0.922
184.688, 0.977
208.930, 0.936
234.087, 0.910
253.526, 0.868
268.392, 0.808
288.975, 0.759
314.132, 0.746
339.289, 0.760
364.446, 0.776
389.603, 0.730
414.760, 0.725
438.773, 0.751
464.057, 0.818
487.944, 0.848
513.101, 0.901
538.258, 0.927
563.415, 0.930
589.258, 0.903
613.729, 0.875
638.886, 0.861
664.043, 0.849
689.200, 0.815
714.357, 0.806
739.514, 0.803
764.671, 0.813
789.828, 0.804
814.985, 0.790
836.711, 0.789
865.299, 0.791
890.456, 0.792
914.469, 0.791
947.631, 0.773
972.788, 0.757
997.945, 0.754
1023.102, 0.764
1048.259, 0.790
1073.416, 0.828
1092.855, 0.845
